narration_id,start_frame,stop_frame,narration,noun,noun_class,all_nouns,all_noun_classes
P01_07_32,5133,5336,put colander into cupboard.,colander,39,cupboard,3
P01_07_33,5346,5422,close cupboard.,cupboard,3,cupboard,3
P01_07_34,5346,5415,close cupboard.,cupboard,3,cupboard,3
P01_07_35,5461,5512,take glass.,glass,10,glass,10
P01_07_36,5545,5625,open cupboard.,cupboard,3,cupboard,3
P01_07_37,5643,5805,put glass into cupboard.,glass,10,glass,10
P01_07_37,5643,5805,put glass into cupboard.,glass,10,cupboard,3
P01_07_38,6137,6232,open fridge,fridge,12,fridge,12
P01_07_4,790,886,take knife,knife,4,knife,4
P01_07_40,6287,6362,close fridge,fridge,12,fridge,12
P01_07_45,7315,7362,open fridge,fridge,12,fridge,12
P01_07_46,7359,7429,put soy milk into fridge,milk:soy,64,fridge,12
P01_07_47,7419,7515,close fridge,fridge,12,fridge,12
P01_07_48,7695,7771,open cupboard,cupboard,3,cupboard,3
P01_07_50,7968,8052,close cupboard,cupboard,3,cupboard,3
P01_07_7,1262,1326,open drawer,drawer,8,drawer,8
P01_07_8,1327,1690,put cutlery into drawer,cutlery,58,drawer,8
P01_08_13,2059,2178,turn on tap,tap,0,tap,0
P01_08_15,2664,2817,rinse spoon,spoon,1,spoon,1
P01_08_16,2793,2884,put spoon into rack,spoon,1,spoon,1
P01_08_18,3562,3606,turn off tap,tap,0,tap,0
P01_08_20,3756,4206,dry hands,hand,11,hand,11
P01_08_21,4114,4228,hang cloth,cloth,17,cloth,17
P01_08_25,4942,4980,take glass,glass,10,glass,10
P01_08_27,5082,5308,pour water into glass,water,27,glass,10
P01_08_31,5806,5898,put down glass,glass,10,glass,10
P01_08_4,1104,1168,open cupboard,cupboard,3,cupboard,3
P01_08_5,1213,1351,put cereals into cupboard,cereal,99,cupboard,3
P01_08_6,1357,1420,close cupboard,cupboard,3,cupboard,3
P01_09_101,20064,20152,put down bowl,bowl,7,bowl,7
P01_09_102,20584,21284,knead dough,dough,25,dough,25
P01_09_105,21607,22072,knead dough,dough,25,dough,25
P01_09_106,22039,22483,continue kneading dough,dough,25,dough,25
P01_09_107,22564,23726,keep kneading dough,dough,25,dough,25
P01_09_11,1590,1710,open fridge,fridge,12,fridge,12
P01_09_110,24094,24288,pour flour into hands,flour,75,hand,11
P01_09_113,24648,25318,knead dough,dough,25,dough,25
P01_09_114,25349,26292,knead dough,dough,25,dough,25
P01_09_115,26298,27195,continue kneading dough,dough,25,dough,25
P01_09_116,27201,29387,keep kneading dough,dough,25,dough,25
P01_09_117,29235,29743,keep kneading dough,dough,25,dough,25
P01_09_119,30142,30915,knead dough,dough,25,dough,25
P01_09_12,1791,1956,put soy milk into fridge,milk:soy,64,fridge,12
P01_09_120,30921,32257,knead dough,dough,25,dough,25
P01_09_121,31552,31842,knead dough,dough,25,dough,25
P01_09_122,31940,32727,continue kneading dough,dough,25,dough,25
P01_09_123,32184,34188,continue kneading dough,dough,25,dough,25
P01_09_124,34327,34389,put dough into bowl,dough,25,dough,25
P01_09_124,34327,34389,put dough into bowl,dough,25,bowl,7
P01_09_125,34540,34592,turn on tap,tap,0,tap,0
P01_09_126,34594,35824,wash hands,hand,11,hand,11
P01_09_127,35817,35881,turn off tap,tap,0,tap,0
P01_09_128,36018,36073,take cloth,cloth,17,cloth,17
P01_09_129,36079,36263,dry hands,hand,11,hand,11
P01_09_13,1977,2067,close fridge,fridge,12,fridge,12
P01_09_130,36269,36334,hang cloth,cloth,17,cloth,17
P01_09_132,36685,36876,put towel unto bowl,towel,52,bowl,7
P01_09_133,36921,37101,put towel unto bowl,towel,52,bowl,7
P01_09_134,37137,37212,put bowl aside,bowl,7,bowl,7
P01_09_138,37506,37630,put tea towels into cupboard,towel:tea,52,cupboard,3
P01_09_141,38511,38808,put flour bag into cupboard,bag:flour,19,cupboard,3
P01_09_143,39019,39075,take sponge,sponge,9,sponge,9
P01_09_144,39121,39353,rinse sponge,sponge,9,sponge,9
P01_09_147,40855,40901,turn off tap,tap,0,tap,0
P01_09_152,41525,41640,turn on tap,tap,0,tap,0
P01_09_153,41652,41839,wash spatula,spatula,20,spatula,20
P01_09_154,42000,42912,continue washing spatula,spatula,20,spatula,20
P01_09_155,42855,42897,put down spatula,spatula,20,spatula,20
P01_09_156,42922,43063,empty bowl,bowl,7,bowl,7
P01_09_157,43063,43269,wash bowl,bowl,7,bowl,7
P01_09_158,43264,44461,continue washing bowl,bowl,7,bowl,7
P01_09_159,44466,44496,put down sponge,sponge,9,sponge,9
P01_09_160,44497,44565,turn on tap,tap,0,tap,0
P01_09_161,44580,44748,wash hands,hand,11,hand,11
P01_09_162,44715,44814,take spatula,spatula,20,spatula,20
P01_09_163,44808,44941,rinse spatula,spatula,20,spatula,20
P01_09_164,44945,44985,take sponge,sponge,9,sponge,9
P01_09_165,44970,45315,wash spatula,spatula,20,spatula,20
P01_09_166,45309,45346,put down sponge,sponge,9,sponge,9
P01_09_167,45324,45680,rinse spatula,spatula,20,spatula,20
P01_09_168,45641,45705,put spatula onto rack,spatula,20,spatula,20
P01_09_169,45783,45905,empty bowl,bowl,7,bowl,7
P01_09_170,45889,46541,rinse bowl,bowl,7,bowl,7
P01_09_171,45891,46617,rinse bowl,bowl,7,bowl,7
P01_09_172,46621,46671,take sponge,sponge,9,sponge,9
P01_09_173,46685,46944,wash bowl,bowl,7,bowl,7
P01_09_174,46870,46987,empty bowl,bowl,7,bowl,7
P01_09_175,46993,47079,put bowl onto rack,bowl,7,bowl,7
P01_09_178,47187,47229,take sponge,sponge,9,sponge,9
P01_09_179,47285,47337,take cloth,cloth,17,cloth,17
P01_09_18,2682,2765,open cupboard,cupboard,3,cupboard,3
P01_09_181,47580,47640,put down cloth,cloth,17,cloth,17
P01_09_182,47650,47755,rinse sponge,sponge,9,sponge,9
P01_09_183,47729,47970,squeeze sponge,sponge,9,sponge,9
P01_09_184,47976,48028,put down sponge,sponge,9,sponge,9
P01_09_185,48024,48126,take cloth,cloth,17,cloth,17
P01_09_186,48131,48375,dry hands,hand,11,hand,11
P01_09_19,2748,2857,put potato into cupboard,potato,30,cupboard,3
P01_09_193,49523,49574,open cupboard,cupboard,3,cupboard,3
P01_09_194,49572,49683,take plate,plate,2,plate,2
P01_09_195,49689,49728,close cupboard,cupboard,3,cupboard,3
P01_09_197,49833,49967,put down plate,plate,2,plate,2
P01_09_199,50130,50190,open drawer,drawer,8,drawer,8
P01_09_200,50226,50511,take knife,knife,4,knife,4
P01_09_201,50451,50547,close drawer,drawer,8,drawer,8
P01_09_211,59662,59947,pour potato onto plate,potato,30,plate,2
P01_09_212,59993,60139,pour potato onto plate,potato,30,plate,2
P01_09_213,60207,60255,put down knife,knife,4,knife,4
P01_09_218,60942,61023,open cupboard,cupboard,3,cupboard,3
P01_09_219,61045,61076,close cupboard,cupboard,3,cupboard,3
P01_09_22,3252,3313,take spoon,spoon,1,spoon,1
P01_09_220,61175,61257,take onion,onion,16,onion,16
P01_09_221,61338,61383,take knife,knife,4,knife,4
P01_09_222,61401,62534,peel onion,onion,16,onion,16
P01_09_223,62380,63248,peel onion,onion,16,onion,16
P01_09_224,62961,64831,continue peeling onion,onion,16,onion,16
P01_09_225,63459,64658,continue peeling onion,onion,16,onion,16
P01_09_226,64991,65043,put down onion,onion,16,onion,16
P01_09_227,65034,65435,cut onion,onion,16,onion,16
P01_09_228,65609,65662,take knife,knife,4,knife,4
P01_09_229,65644,65811,cut onion,onion,16,onion,16
P01_09_230,65787,65827,put down knife,knife,4,knife,4
P01_09_233,66244,66312,take knife,knife,4,knife,4
P01_09_234,66335,66489,cut onion,onion,16,onion,16
P01_09_235,66490,66521,put down knife,knife,4,knife,4
P01_09_236,66586,66679,take containers,container,21,container,21
P01_09_237,66655,66718,open container,container,21,container,21
P01_09_238,66853,66913,take container,container,21,container,21
P01_09_239,66957,67013,open container,container,21,container,21
P01_09_24,3422,3489,open cupboard,cupboard,3,cupboard,3
P01_09_240,67134,67200,take onion,onion,16,onion,16
P01_09_241,67176,67231,put down container,container,21,container,21
P01_09_242,67256,67333,turn on tap,tap,0,tap,0
P01_09_243,67297,67448,wash onion,onion,16,onion,16
P01_09_244,67436,67498,turn off tap,tap,0,tap,0
P01_09_245,67656,67720,put onion into container,onion,16,onion,16
P01_09_245,67656,67720,put onion into container,onion,16,container,21
P01_09_246,67705,67849,put onion into container,onion,16,onion,16
P01_09_246,67705,67849,put onion into container,onion,16,container,21
P01_09_247,67830,67983,close lid,lid,6,lid,6
P01_09_248,68197,68312,open fridge,fridge,12,fridge,12
P01_09_249,68272,68385,put container into fridge,container,21,container,21
P01_09_249,68272,68385,put container into fridge,container,21,fridge,12
P01_09_25,3521,3644,put cup into cupboard,cup,13,cupboard,3
P01_09_250,68385,68550,close fridge,fridge,12,fridge,12
P01_09_253,68844,69019,dry hands,hand,11,hand,11
P01_09_259,70337,70384,turn on tap.,tap,0,tap,0
P01_09_260,70388,70523,wash hands.,hand,11,hand,11
P01_09_261,70467,70549,close tap.,tap,0,tap,0
P01_09_262,70555,70960,dry hands.,hand,11,hand,11
P01_09_263,70966,71046,take knife.,knife,4,knife,4
P01_09_264,71067,71635,cut onion.,onion,16,onion,16
P01_09_265,71673,72237,cut onion.,onion,16,onion,16
P01_09_266,72019,72838,continue cutting onion.,onion,16,onion,16
P01_09_268,73626,73667,turn knife,knife,4,knife,4
P01_09_269,73639,74475,slice onion,onion,16,onion,16
P01_09_270,74271,74636,slice onion,onion,16,onion,16
P01_09_271,74779,75116,peel onion,onion,16,onion,16
P01_09_272,75159,75361,slice onion,onion,16,onion,16
P01_09_273,75478,75788,slice onion,onion,16,onion,16
P01_09_274,75952,76550,pour onion into plate,onion,16,onion,16
P01_09_274,75952,76550,pour onion into plate,onion,16,plate,2
P01_09_275,76551,76610,put down cutting board and knife,board:cutting,18,knife,4
P01_09_28,3890,3952,open drawer,drawer,8,drawer,8
P01_09_280,77055,77483,dry hands,hand,11,hand,11
P01_09_282,77904,77958,take knife,knife,4,knife,4
P01_09_287,79758,79838,open fridge,fridge,12,fridge,12
P01_09_288,79914,79996,put mushrooms into fridge,mushroom,56,fridge,12
P01_09_289,80002,80082,open drawer,drawer,8,drawer,8
P01_09_29,3965,4025,put spoon into drawer,spoon,1,spoon,1
P01_09_29,3965,4025,put spoon into drawer,spoon,1,drawer,8
P01_09_291,80180,80250,close drawer,drawer,8,drawer,8
P01_09_292,80304,80456,close fridge,fridge,12,fridge,12
P01_09_295,80779,80857,turn on tap,tap,0,tap,0
P01_09_30,4012,4053,close drawer,drawer,8,drawer,8
P01_09_303,81836,81866,turn off tap,tap,0,tap,0
P01_09_306,82304,82454,dry hands,hand,11,hand,11
P01_09_307,82490,82565,open cupboard,cupboard,3,cupboard,3
P01_09_308,82601,82752,take plate,plate,2,plate,2
P01_09_309,82742,82772,close cupboard,cupboard,3,cupboard,3
P01_09_31,4154,4303,take bowls,bowl,7,bowl,7
P01_09_310,82806,83012,put down plate,plate,2,plate,2
P01_09_312,83034,83095,take knife,knife,4,knife,4
P01_09_317,85905,86172,mushrooms onto plate,plate,2,plate,2
P01_09_318,86166,86212,put down cutting board and knife,board:cutting,18,knife,4
P01_09_319,86227,86277,open cupboard,cupboard,3,cupboard,3
P01_09_32,4434,4514,put down bowl,bowl,7,bowl,7
P01_09_320,86316,86571,take pan,pan,5,pan,5
P01_09_321,86581,86655,put down pan,pan,5,pan,5
P01_09_322,86659,86748,close cupboard,cupboard,3,cupboard,3
P01_09_325,86951,87356,pour oil onto pan,oil,31,pan,5
P01_09_329,87775,87820,take knife,knife,4,knife,4
P01_09_33,4519,4644,close cupboard,cupboard,3,cupboard,3
P01_09_330,87826,87856,put down knife,knife,4,knife,4
P01_09_337,88665,88735,turn on tap,tap,0,tap,0
P01_09_339,89455,89509,turn off tap,tap,0,tap,0
P01_09_34,4733,4789,put down bowls,bowl,7,bowl,7
P01_09_340,89743,89788,take knife,knife,4,knife,4
P01_09_344,92076,92130,put aubergine into container,aubergine,67,container,21
P01_09_345,92136,92202,close container,container,21,container,21
P01_09_346,92521,92572,open fridge,fridge,12,fridge,12
P01_09_347,92578,92688,put container into fridge,container,21,container,21
P01_09_347,92578,92688,put container into fridge,container,21,fridge,12
P01_09_348,92669,92757,close fridge,fridge,12,fridge,12
P01_09_35,4795,4867,close cupboard,cupboard,3,cupboard,3
P01_09_352,93306,93531,dry hands,hand,11,hand,11
P01_09_354,93632,93842,dry hands,hand,11,hand,11
P01_09_355,93848,93953,move plate,plate,2,plate,2
P01_09_357,94582,94630,take glass,glass,10,glass,10
P01_09_358,94705,94800,turn on tap,tap,0,tap,0
P01_09_359,94742,94892,pour water into glass,water,27,glass,10
P01_09_36,4872,4968,move bowl,bowl,7,bowl,7
P01_09_360,94894,94935,turn off tap,tap,0,tap,0
P01_09_362,95355,95475,put down glass,glass,10,glass,10
P01_09_363,95572,95668,dry hands,hand,11,hand,11
P01_09_372,98736,98901,dry hands,hand,11,hand,11
P01_09_374,99182,99906,place aubergine onto pan,aubergine,67,pan,5
P01_09_375,99938,100044,dry hands,hand,11,hand,11
P01_09_38,5074,5169,turn on tap,tap,0,tap,0
P01_09_381,100471,100557,take knife,knife,4,knife,4
P01_09_385,103803,103970,dry hands,hand,11,hand,11
P01_09_386,104040,104103,open drawer,drawer,8,drawer,8
P01_09_387,104146,104215,take knife,knife,4,knife,4
P01_09_388,104178,104285,put down knife,knife,4,knife,4
P01_09_391,104326,104378,close drawer,drawer,8,drawer,8
P01_09_392,104356,104476,close container,container,21,container,21
P01_09_393,104478,104565,put container into cupboard,container,21,container,21
P01_09_393,104478,104565,put container into cupboard,container,21,cupboard,3
P01_09_396,105252,105327,take lid,lid,6,lid,6
P01_09_399,105711,105769,open fridge,fridge,12,fridge,12
P01_09_400,105763,106126,put olives into fridge,olive,83,fridge,12
P01_09_401,106132,106184,close fridge,fridge,12,fridge,12
P01_09_402,106371,106444,dry hands,hand,11,hand,11
P01_09_411,107589,107646,open cupboard,cupboard,3,cupboard,3
P01_09_413,108046,108144,close cupboard,cupboard,3,cupboard,3
P01_09_416,109157,109245,open drawer,drawer,8,drawer,8
P01_09_418,109332,109454,close drawer,drawer,8,drawer,8
P01_09_43,6760,6837,turn off tap,tap,0,tap,0
P01_09_447,115279,115344,open drawer,drawer,8,drawer,8
P01_09_448,115343,115418,put scissors into drawer,scissors,79,drawer,8
P01_09_449,115395,115441,close drawer,drawer,8,drawer,8
P01_09_45,6883,7033,dry hands,hand,11,hand,11
P01_09_450,116015,116105,move plate,plate,2,plate,2
P01_09_460,117636,117683,open cupboard,cupboard,3,cupboard,3
P01_09_461,117694,117803,take plate,plate,2,plate,2
P01_09_462,117790,117836,close cupboard,cupboard,3,cupboard,3
P01_09_463,117988,118078,put down plate,plate,2,plate,2
P01_09_469,119259,119399,put aubergine onto plate,aubergine,67,plate,2
P01_09_470,119359,119417,put aubergine onto plate,aubergine,67,plate,2
P01_09_473,119613,119758,put aubergine onto plate,aubergine,67,plate,2
P01_09_474,119703,119760,put aubergine onto plate,aubergine,67,plate,2
P01_09_476,120093,120157,put aubergine onto plate,aubergine,67,plate,2
P01_09_478,120444,120508,put aubergine onto plate,aubergine,67,plate,2
P01_09_480,120799,120837,put aubergine onto plate,aubergine,67,plate,2
P01_09_482,121455,121515,put aubergine onto plate,aubergine,67,plate,2
P01_09_483,121794,121874,take pan,pan,5,pan,5
P01_09_484,121881,122001,put down pan,pan,5,pan,5
P01_09_489,122739,122801,take cutting board and knife,board:cutting,18,knife,4
P01_09_491,122951,123146,move plate,plate,2,plate,2
P01_09_494,123368,123486,open fridge,fridge,12,fridge,12
P01_09_495,123492,123581,put olives into fridge,olive,83,fridge,12
P01_09_497,123804,123930,close fridge,fridge,12,fridge,12
P01_09_499,124285,124915,take dough,dough,25,dough,25
P01_09_50,7846,7943,move bowl,bowl,7,bowl,7
P01_09_500,124876,124936,put down bowl,bowl,7,bowl,7
P01_09_501,124965,125115,place dough onto tray,dough,25,dough,25
P01_09_502,125121,125226,take knife,knife,4,knife,4
P01_09_503,125270,125456,dry knife,knife,4,knife,4
P01_09_504,125518,126079,cut dough into halves,dough,25,dough,25
P01_09_505,126085,127071,separate dough,dough,25,dough,25
P01_09_506,127237,127429,put dough into bowl,dough,25,dough,25
P01_09_506,127237,127429,put dough into bowl,dough,25,bowl,7
P01_09_507,127394,127435,take bowl,bowl,7,bowl,7
P01_09_508,127499,127709,take dough,dough,25,dough,25
P01_09_509,128330,128375,take knife,knife,4,knife,4
P01_09_511,129229,129411,open drawer,drawer,8,drawer,8
P01_09_512,129611,129673,close drawer,drawer,8,drawer,8
P01_09_513,129617,129694,open drawer,drawer,8,drawer,8
P01_09_515,129747,129796,close drawer,drawer,8,drawer,8
P01_09_516,129843,130153,roll dough,dough,25,dough,25
P01_09_518,130285,130584,roll dough,dough,25,dough,25
P01_09_519,130585,130785,roll dough,dough,25,dough,25
P01_09_526,132263,132965,roll dough,dough,25,dough,25
P01_09_527,132708,133435,roll dough,dough,25,dough,25
P01_09_528,133530,134684,spread dough,dough,25,dough,25
P01_09_529,134852,135169,spread dough,dough,25,dough,25
P01_09_53,8769,9231,pour flour into bowl,flour,75,bowl,7
P01_09_530,135248,135760,place potato onto dough,potato,30,dough,25
P01_09_533,135432,135477,place potato onto dough,potato,30,dough,25
P01_09_535,135676,136378,place potato onto dough,potato,30,dough,25
P01_09_536,136385,136454,take onions,onion,16,onion,16
P01_09_537,136441,136879,spread onions,onion,16,onion,16
P01_09_538,136885,136993,take onions,onion,16,onion,16
P01_09_539,137042,137118,take onions,onion,16,onion,16
P01_09_540,137190,137408,spread onions onto dough,onion,16,onion,16
P01_09_540,137190,137408,spread onions onto dough,onion,16,dough,25
P01_09_541,137481,137947,peel onion,onion,16,onion,16
P01_09_542,137950,138010,put onion onto dough,onion,16,onion,16
P01_09_542,137950,138010,put onion onto dough,onion,16,dough,25
P01_09_543,138016,138078,take onion,onion,16,onion,16
P01_09_544,138110,138148,put onion onto dough,onion,16,onion,16
P01_09_544,138110,138148,put onion onto dough,onion,16,dough,25
P01_09_545,138180,138219,take onion,onion,16,onion,16
P01_09_546,138219,138283,put onion onto dough,onion,16,onion,16
P01_09_546,138219,138283,put onion onto dough,onion,16,dough,25
P01_09_547,138486,138594,turn on tap,tap,0,tap,0
P01_09_548,138580,138730,wash hands,hand,11,hand,11
P01_09_549,138769,139164,dry hands,hand,11,hand,11
P01_09_550,138777,138817,turn off tap,tap,0,tap,0
P01_09_553,140258,140701,spread mozzarella onto dough,mozzarella,32,dough,25
P01_09_554,140661,141131,spread mozzarella onto dough,mozzarella,32,dough,25
P01_09_555,141137,141181,take knife,knife,4,knife,4
P01_09_556,141187,141506,put down knife,knife,4,knife,4
P01_09_57,9721,10160,pour yeast into bowl,yeast,195,bowl,7
P01_09_570,144171,145470,place mushrooms onto dough,mushroom,56,dough,25
P01_09_571,144363,145611,place mushrooms onto dough,mushroom,56,dough,25
P01_09_572,145662,145827,put down plate,plate,2,plate,2
P01_09_582,147241,147374,take dough,dough,25,dough,25
P01_09_583,147290,147418,put down bowl,bowl,7,bowl,7
P01_09_585,147769,148111,flatten dough,dough,25,dough,25
P01_09_586,148072,148147,put down dough,dough,25,dough,25
P01_09_588,148638,148972,roll dough,dough,25,dough,25
P01_09_590,149088,150245,roll dough,dough,25,dough,25
P01_09_591,149137,150169,continue rolling dough,dough,25,dough,25
P01_09_592,149754,150720,continue rolling dough,dough,25,dough,25
P01_09_594,150899,151725,spread dough,dough,25,dough,25
P01_09_595,151731,151854,put dough onto tray,dough,25,dough,25
P01_09_596,151887,152125,spread dough,dough,25,dough,25
P01_09_597,152173,152353,open cupboard,cupboard,3,cupboard,3
P01_09_600,152657,152830,put sauce into cupboard,sauce,47,cupboard,3
P01_09_601,152854,152914,close cupboard,cupboard,3,cupboard,3
P01_09_603,153217,153619,pour sauce onto dough,sauce,47,dough,25
P01_09_604,153597,153661,put on lid,lid,6,lid,6
P01_09_605,153673,153760,open drawer,drawer,8,drawer,8
P01_09_606,153739,153799,take spoon,spoon,1,spoon,1
P01_09_607,153800,153844,close drawer,drawer,8,drawer,8
P01_09_608,153910,154133,pour sauce onto dough,sauce,47,dough,25
P01_09_609,154139,154540,pour sauce onto dough,sauce,47,dough,25
P01_09_613,155708,155768,put down spoon,spoon,1,spoon,1
P01_09_615,156003,156084,put down plate,plate,2,plate,2
P01_09_617,156516,156621,sprinkle mozzarella onto dough,mozzarella,32,dough,25
P01_09_619,157436,157498,take spoon,spoon,1,spoon,1
